	cpi_pdiff2	bmon_gdp_rdiff2	stock_pdiff2	cons_pdiff2	pdebt_gdp_rdiff2	inv_gdp_rdiff2	ca_gdp_rdiff2	tloan_gdp_rdiff2	tdbtserv_gdp_rdiff2	global_loan2	global_drate	drate	crisis	crisis_id	year	iso
636	0.021	-0.017	0.172	0.019	-0.083	0.003	-0.01	-0.007	-0.0	0.005	-0.198	-0.06	1	45	1889	GBR
637	-0.03	0.0	0.164	0.047	-0.043	-0.002	-0.004	-0.008	-0.001	0.02	0.588	1.49	0	1285	1895	GBR
638	-0.013	0.021	0.178	0.047	-0.03	0.006	-0.002	0.017	-0.001	0.022	0.145	0.59	0	439	1896	GBR
639	0.012	0.005	0.128	0.027	-0.027	0.012	-0.011	0.007	-0.001	0.018	0.163	0.18	0	1755	1897	GBR
640	0.018	-0.02	0.056	0.028	-0.033	0.018	-0.015	-0.005	-0.0	0.008	0.223	-0.66	0	2012	1898	GBR
641	0.01	-0.025	0.031	0.057	-0.053	0.015	0.001	-0.007	0.0	0.023	-0.627	-1.0	0	113	1899	GBR
642	0.058	-0.017	0.079	0.012	-0.053	0.007	0.001	-0.006	0.001	0.021	-0.612	-1.13	0	794	1900	GBR
643	0.056	-0.018	0.082	-0.002	0.007	0.004	-0.016	-0.012	0.001	0.021	-0.312	-0.49	0	1298	1901	GBR
644	0.005	0.003	0.044	0.007	0.065	0.003	-0.005	-0.009	0.0	0.027	-0.137	-0.31	0	1195	1902	GBR
645	0.004	0.002	0.008	-0.007	0.054	-0.0	0.013	0.01	0.0	0.017	-0.157	-0.66	0	1216	1903	GBR
646	0.002	-0.008	0.055	0.001	0.017	-0.003	0.015	0.01	0.001	0.041	-0.024	0.15	0	2213	1904	GBR
647	0.002	-0.006	0.151	0.003	-0.022	-0.008	0.023	-0.012	-0.0	0.043	-0.504	0.22	0	415	1905	GBR
648	0.004	-0.01	0.139	0.005	-0.033	-0.012	0.032	-0.009	-0.0	0.019	-0.951	-1.16	0	1954	1906	GBR
649	0.012	-0.019	0.017	0.013	-0.037	-0.017	0.031	-0.004	0.0	0.014	-1.547	-1.5	0	699	1907	GBR
650	0.017	0.02	-0.001	-0.008	-0.017	-0.02	0.015	0.001	0.0	0.033	-0.359	0.58	0	245	1908	GBR
651	0.01	0.032	0.124	-0.017	-0.005	-0.007	-0.007	0.004	0.0	0.035	-0.057	0.69	0	1329	1909	GBR
652	0.014	-0.01	0.093	0.003	-0.012	0.002	0.007	0.006	0.001	0.017	-0.385	-0.08	0	198	1910	GBR
653	0.01	-0.019	0.01	0.03	-0.033	-0.002	0.023	-0.001	0.0	0.014	-0.273	0.24	0	244	1911	GBR
654	0.031	-0.018	0.015	0.025	-0.047	-0.0	0.006	-0.011	0.0	-0.0	-0.727	-0.34	0	2283	1912	GBR
655	0.026	0.002	-0.008	0.034	-0.037	0.006	0.005	-0.003	0.001	-0.001	-0.734	-0.98	0	1102	1913	GBR
656	0.055	0.083	-0.275	-0.005	0.156	0.022	0.046	0.021	0.002	0.048	0.455	0.63	0	609	1921	GBR
657	-0.214	0.101	0.207	0.027	0.457	0.008	-0.009	0.041	0.0	0.079	0.255	1.86	0	214	1922	GBR
658	-0.192	0.015	0.159	0.054	0.371	-0.015	0.004	0.037	-0.0	-0.014	-0.157	1.69	0	366	1923	GBR
659	-0.067	0.002	0.079	0.041	0.053	0.0	-0.027	0.037	0.002	-0.038	-0.131	1.0	0	1078	1924	GBR
660	-0.004	-0.033	0.143	0.037	-0.186	0.014	-0.032	0.024	0.001	-0.024	-0.098	0.34	0	1021	1925	GBR
661	-0.005	0.01	0.069	0.013	-0.017	0.007	-0.023	0.039	0.002	0.037	-0.083	0.04	0	1589	1926	GBR
662	-0.032	0.011	0.109	0.028	0.005	-0.0	0.012	0.02	0.001	0.055	0.15	0.31	0	122	1927	GBR
663	-0.027	0.006	0.17	0.048	-0.113	-0.001	0.033	0.008	0.0	0.03	0.107	0.32	0	1143	1928	GBR
664	-0.012	0.012	0.001	0.03	-0.069	0.001	-0.001	0.023	0.001	0.02	-0.356	-0.66	0	1947	1929	GBR
665	-0.037	0.027	-0.254	0.029	-0.048	0.003	-0.02	0.002	0.0	0.044	0.605	1.98	0	1648	1930	GBR
666	-0.07	0.06	-0.383	0.017	0.143	0.0	-0.046	0.019	0.001	0.067	0.514	0.94	0	1022	1931	GBR
667	-0.068	0.103	-0.192	-0.006	0.192	-0.012	-0.02	-0.001	-0.002	0.054	1.153	2.27	0	625	1932	GBR
668	-0.046	0.079	0.195	0.009	0.091	-0.011	0.024	-0.034	-0.005	-0.005	1.239	2.79	0	1643	1933	GBR
669	0.152	-0.09	-0.066	0.025	-0.302	-0.003	0.023	0.023	0.002	-0.002	1.681	2.7	0	2100	1948	GBR
670	0.107	-0.094	-0.051	0.01	-0.439	-0.012	0.033	0.015	0.002	0.016	1.592	2.78	0	2268	1949	GBR
671	0.068	-0.04	-0.0	0.04	-0.227	0.017	0.019	0.023	0.002	0.022	1.689	3.03	0	1471	1950	GBR
672	0.133	-0.078	0.065	0.012	-0.235	0.015	-0.026	0.011	0.002	0.002	1.524	3.23	0	1203	1951	GBR
673	0.207	-0.105	-0.028	-0.02	-0.361	0.013	-0.012	-0.024	0.001	0.002	1.584	2.03	0	1691	1952	GBR
674	0.147	-0.043	0.101	0.037	-0.27	0.013	0.035	-0.035	-0.001	0.027	1.585	1.78	0	1984	1953	GBR
675	0.06	-0.012	0.56	0.079	-0.176	0.008	-0.006	0.002	-0.001	0.026	1.719	1.97	0	574	1954	GBR
676	0.075	-0.049	0.366	0.076	-0.156	0.014	-0.018	0.002	0.0	0.026	1.785	0.42	0	1220	1955	GBR
677	0.105	-0.074	-0.076	0.037	-0.195	0.023	0.003	-0.014	0.001	0.016	1.671	-0.21	0	1088	1956	GBR
678	0.092	-0.036	-0.12	0.015	-0.185	0.016	0.018	-0.01	0.001	0.005	1.138	0.17	0	1868	1957	GBR
679	0.068	-0.012	0.287	0.039	-0.126	0.011	0.004	0.008	0.001	0.013	1.398	0.42	0	1447	1958	GBR
680	0.035	0.002	0.91	0.062	-0.109	0.003	-0.004	0.046	0.002	0.025	1.403	1.44	0	1638	1959	GBR
681	0.014	-0.019	0.366	0.068	-0.132	0.01	-0.024	0.047	0.003	0.041	1.345	0.51	0	1080	1960	GBR
